slug,canonical_key,title,starts_at,ends_at,location_name,address,city,url,image_url,category,audience,price,status,source,source_id,source_url,dedupe_key,description,tags,accessibility,raw_categories,raw_target_audience,raw_accessibility,latitude,longitude,venue_url,venue_contact,venue_extra_info,venue_schedule,venue_category,venue_district,venue_accessibility,venue_tags
pedro-jaime-vasconcelos,pedro-jaime-vasconcelos-museu-nacional-de-historia-natural-e-da-ciencia-2026-03-17,Pedro Jaime Vasconcelos,2026-03-17,2026-03-31,Museu Nacional de História Natural e da Ciência,"Rua da Escola Politécnica 56/58, 1250-096, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Imagem1-16.jpg,artes,,,approved,agendalx,231606,https://www.agendalx.pt/wp-json/agendalx/v1/events,2e6a855552bfcff6b382ad58e1bea0ab9e5b50b8,"Mais uma vez, Pedro Jaime Vasconcelos utiliza as ""Peep Boxes"" como suporte de observação e reflexão.",instalação,,artes,,,38.7176254,-9.1508623,http://www.museus.ulisboa.pt,213 921 800,,,museu,santo-antonio,,
humus-2,humus-atelier-museu-julio-pomar-2026-03-17,Húmus,2026-03-17,2026-04-05,Atelier-Museu Júlio Pomar,"Rua do Vale, 7, 1200-109, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/11/Imagem1-8.jpg,artes,,,approved,agendalx,225244,https://www.agendalx.pt/wp-json/agendalx/v1/events,12bab90c17ef52d27a6bce52d3029a2bc5ffc654,"Inspirada nas obras <em>Húmus</em>, de Raul Brandão (1917) e de Herberto Helder (1967) – dois marcos da literatura portuguesa que, apesar da distância temporal e formal, convergem na metáfora da...","coletiva, desenho, escultura, pintura",,artes,,,38.711319,-9.1504095,http://www.ateliermuseujuliopomar.pt,215 880 793,,,equipamento-municipal,misericordia,,
o-ano-em-livro-o-almanaque-de-santo-antonio,o-ano-em-livro-o-almanaque-de-santo-antonio-museu-de-lisboa-santo-antonio-2026-03-17,O ano em livro. O Almanaque de Santo António,2026-03-17,2026-05-31,Museu de Lisboa - Santo António,"Largo de Santo António da Sé, 22, 1100-171, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/ALMAnaque-st-ant.jpg,literatura,,"a:1:{i:0;a:1:{s:5:""value"";s:1:""4"";}}",approved,agendalx,231607,https://www.agendalx.pt/wp-json/agendalx/v1/events,ddde7269d97c1c7a48b482950bc2fe7598593a76,"Comissariada por Ernesto Rodrigues, a exposição percorre a história de um dos almanaques mais antigos de Portugal, publicado de forma ininterrupta desde 1899 até aos dias de hoje. Ao longo dos ano...","exposição, Santo António",,literatura,,,38.710197,-9.134029,www.museudelisboa.pt/pt/nucleos/santo-antonio,218 860 447,,,"equipamento-municipal, museu",santa-maria-maior,,
lugar-de-estar-o-legado-burle-marx,lugar-de-estar-o-legado-burle-marx-mac-ccb-2026-03-17,Lugar de Estar: O Legado Burle Marx,2026-03-17,2026-04-05,MAC/CCB,"Praça do Império (Centro Cultural de Belém), 1449-003, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/12/3BurleMarx_MACCCB_creditoFabio-Cunha-1.jpg,artes,,,approved,agendalx,225817,https://www.agendalx.pt/wp-json/agendalx/v1/events,8622ad4c56942da83901dc827907668d87983529,<em>Lugar de Estar: O Legado Burle Marx</em> parte de 22 projetos paisagísticos concebidos ao longo de sete décadas por Roberto Burle Marx (1909–1994) e a sua equipa. Figura central do modernismo...,"Brasil, desenho, fotografia",,artes,,,38.695503,-9.208354,https://www.ccb.pt/macccb/,213 612 878,,,museu,belem,,
230221,a-fabula-do-pescador-atelier-mestres-1a-2026-03-17,A Fábula do Pescador,2026-03-17,2026-03-28,Atelier Mestres 1A,"Calçada dos Mestres, 1A, 1070-175, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/dddd-5.jpg,artes,,,approved,agendalx,230221,https://www.agendalx.pt/wp-json/agendalx/v1/events,7c97a6ad9ed37f2fe6895f8184c49ab63202ef64,"Coletiva dos artistas da Galeria Neotaller, de Málaga (Espanha). &nbsp; &nbsp; <p class=""DATA""></p>",coletiva,,artes,,,38.727677,-9.166114,facebook.com/people/Atelier-Mestres-1A/61556975371290,936969386,geral@mestres1a.com,,galeria,,,
portuguese-and-play,portuguese-and-play-amora-estudio-2026-03-17,Portuguese and play,2026-03-17,2026-03-31,Amora Estúdio,"Rua Paio Peres Correia, 27B, 1900-191, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Early-bird-tips.png,artes,,"a:1:{i:0;a:1:{s:5:""value"";s:2:""10"";}}",approved,agendalx,231899,https://www.agendalx.pt/wp-json/agendalx/v1/events,cad50e7361acfedb52f83ba3b7fdb2054d2f9a61,<em>Portuguese and Play</em> é um evento concebido por uma aprendiz de língua portuguesa para outras pessoas que estão a iniciar o contacto com a língua e a cultura. A ideia é complementar a apre...,"crochet, desenho",,artes,,,38.724649,-9.117099,https://www.instagram.com/amora.estudi0/,920 282 910,,,,,,
sofia-arez-4,sofia-arez-museu-nacional-de-historia-natural-e-da-ciencia-2026-03-17,Sofia Arez,2026-03-17,2026-03-22,Museu Nacional de História Natural e da Ciência,"Rua da Escola Politécnica 56/58, 1250-096, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/Firmiana-Marsili-56-x-77-cm-watercolour-on-paper-2025-scaled.jpeg,artes,,,approved,agendalx,230289,https://www.agendalx.pt/wp-json/agendalx/v1/events,a3f3bcd66928a423650af0efcc26a72fdd5b59ab,"Sofia Arez apresenta <em>Deriva, </em>uma exposição que reúne desenhos de sementes voadoras — formas mínimas que encerram o potencial da vida e evocam a condição humana: partir, deslocar-se, t...",desenho,,artes,,,38.7176254,-9.1508623,http://www.museus.ulisboa.pt,213 921 800,,,museu,santo-antonio,,
terra-agua-ceu,terra-agua-ceu-brisa-galeria-2026-03-17,Terra Água Céu,2026-03-17,2026-04-30,Brisa Galeria,"Rua Vítor Cordon, 44, 1200-484 Lisboa, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Brisa-Galeria-scaled.jpg,artes,,,approved,agendalx,231904,https://www.agendalx.pt/wp-json/agendalx/v1/events,4f15ff9231cf05fdf277628fc9984ce3ff2214c8,"A nova exposição da Brisa Galeria reúne artistas que, em diferentes momentos da trajetória da galeria, contribuíram para a construção de uma cartografia sensível do mundo. Em comum, seus traba...",coletiva,,artes,,,0,0,https://brisagaleria.com/,938 141 641,,,galeria,,,
habitar-portugal,habitar-portugal-mac-ccb-2026-03-17,Habitar Portugal,2026-03-17,2026-04-26,MAC/CCB,"Praça do Império (Centro Cultural de Belém), 1449-003, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/3_HabitarPortugal_©FabioCunhaMAC_CCB-1-scaled.jpg,artes,,"a:1:{i:0;a:2:{s:5:""value"";s:2:""15"";s:11:""description"";s:66:""preço normal (ver descontos aplicáveis) - inclui acesso ao museu"";}}",approved,agendalx,230367,https://www.agendalx.pt/wp-json/agendalx/v1/events,8fd2b995b14840ae4da574ff88c8c6d71a195e81,"<span style=""font-size: 18px;"">Propondo um olhar aprofundado sobre a arquitetura enquanto prática cultural, social e política, <em>Habitar Portugal</em> afirma-a como espaço de rutura, memória e p...",arquitetura,,artes,,,38.695503,-9.208354,https://www.ccb.pt/macccb/,213 612 878,,,museu,belem,,
mingyu-wu,mingyu-wu-galeria-da-boavista-2026-03-17,Mingyu Wu,2026-03-17,2026-04-26,Galeria da Boavista,"Rua da Boavista, 47-50, 1200-109 Lisboa, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Mingyu-Wu-2-scaled.jpg,artes,,,approved,agendalx,231988,https://www.agendalx.pt/wp-json/agendalx/v1/events,df9ff9387c362197f51de00ec6dd4ee45a91947a,"O título da exposição, <em>Questões Celestiais</em>, é oriundo de um poema de Qu Yuan, poeta exilado e suicida do séc. IV e III a. c. que, segundo a artista, é constituído de perguntas filos?...",cerâmica,,artes,,,38.708784,-9.148861,www.galeriasmunicipais.pt,213 476 335,,,galeria,misericordia,,
helena-lapas-3,helena-lapas-monitor-lisbon-2026-03-17,Helena Lapas,2026-03-17,2026-03-28,Monitor Lisbon,"Rua da Páscoa, 91, 1250-091, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Helena-Lapas-8-scaled.jpg,artes,,,approved,agendalx,230550,https://www.agendalx.pt/wp-json/agendalx/v1/events,55ff5b83dca9ce5250fa2793300a456d073e979a,"<div> <em>Da Parede ao Chão</em>, funcionando quase como uma exposição antológica da obra de Helena Lapas, explora a evolução e a mudança da forma, técnica e suporte usadas pela artista ao...",escultura,,artes,,,38.718635,-9.159586,http://www.monitoronline.org,913 840 247,monitorlisbon@monitoronline.org,,galeria,campo-de-ourique,,
natalia-gromicho-78,natalia-gromicho-atelier-natalia-gromicho-2026-03-17,Natália Gromicho,2026-03-17,2026-04-03,Atelier Natália Gromicho,"Rua Nova da Trindade 5G, piso S/L, 1200-309, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Imagem12.jpg,artes,,,approved,agendalx,232042,https://www.agendalx.pt/wp-json/agendalx/v1/events,e834a8c8643d3308440b5a0dfbf0092490720f5f,"A artista atravessa o território do caos, não como desordem absoluta, mas como potência criadora. Explosões de cor dialogam com gestos instintivos, compondo um espaço onde a energia vital se torn...",,,artes,,,38.711892,-9.142349,www.ateliernataliagromicho.com,965 865 454,,,"atelier, galeria",santa-maria-maior,,
visita-a-biblioteca-de-sao-lazaro,visita-a-biblioteca-sao-lazaro-biblioteca-sao-lazaro-2026-03-17,Visita à Biblioteca São Lázaro,2026-03-17,2026-03-17,Biblioteca São Lázaro,"Rua do Saco, 1, 1150-199, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2024/03/DSC04263-1-1536x864-1.jpg,visitas guiadas,,free,approved,agendalx,188113,https://www.agendalx.pt/wp-json/agendalx/v1/events,615f412babc913ed52689b9ff0dc436764646f82,"A Biblioteca de São Lázaro abre as portas ao público revelando a importância histórica e patrimonial daquela que é a mais antiga biblioteca municipal de Lisboa. Criada em 1883, a Biblioteca d...",gratuito,,visitas guiadas,,,38.720542,-9.138199,https://blx.cm-lisboa.pt/,218 820 116,blx@cm-lisboa.pt,,equipamento-municipal,arroios,,
comunicar-e-natural,comunicar-e-natural-a-botanica-das-comunicacoes-fundacao-portuguesa-das-comunicacoes-museu-das-comunicacoes-2026-03-17,Comunicar é Natural - A Botânica das Comunicações,2026-03-17,2026-11-29,Fundação Portuguesa das Comunicações – Museu das Comunicações,"Rua do Instituto Industrial, 16, 1200-109, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/Comunicar-e-Natural-2026-5-scaled.jpg,ciências,,free,approved,agendalx,229072,https://www.agendalx.pt/wp-json/agendalx/v1/events,23e9b8c8eed58e6b43df3073f831a9f5b7f43b5f,"Uma viagem pela história da comunicação humana, através da sua relação profunda e contínua com o mundo vegetal, percorre o caminho vegetal da comunicação e culmina num espaço imersivo que ev...","botânica, Comunicação, exposição, gratuito",,ciências,,,38.7078221,-9.1504337,http://www.fpc.pt,213 935 000,,,"fundacao, museu",misericordia,,
patel-rebelo-2,patel-rebelo-cnap-clube-nacional-de-artes-plasticas-2026-03-17,Patel Rebelo,2026-03-17,2026-04-07,CNAP - Clube Nacional de Artes Plásticas,"Rua Professor Francisco Gentil 8 D/E, 1600-624, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Imagem4.jpg,artes,,,approved,agendalx,232046,https://www.agendalx.pt/wp-json/agendalx/v1/events,a557e8b316def40c32c7ca032d6b500a06f7ad36,"A exposição é marcada por contrastes cromáticos entre azuis profundos e tons terrosos, exemplifica a mestria de Rebelo em equilibrar o absurdo com uma execução técnica contemporânea. As tel...",pintura,,artes,,,38.7609172,-9.1640018,http://cnap.pt,927 550 559,,,galeria,lumiar,,
casa-asia-colecao-francisco-capelo,visitas-tematicas-a-casa-asia-colecao-francisco-capelo-casa-asia-colecao-francisco-capelo-2026-03-17,Visitas temáticas à Casa Ásia-Coleção Francisco Capelo,2026-03-17,2026-03-31,Casa Ásia - Coleção Francisco Capelo,"Largo Trindade Coelho, 22, 1200-265, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2024/09/Visitas-guiadas-Casa-Asia-Colecao-Francisco-Capelo-scaled.jpg,visitas guiadas,,"a:1:{i:0;a:1:{s:5:""value"";s:2:""12"";}}",approved,agendalx,199051,https://www.agendalx.pt/wp-json/agendalx/v1/events,a3428a930378a63b4db1774c8668203496201a18,"Museu situado no antigo Palácio Portugal da Gama, edifício seiscentista recuperado e musealizado para exibir publicamente o acervo de arte asiática que Francisco Capelo reuniu ao longo de mais de 2...",,,visitas guiadas,,,38.712995,-9.143178,https://scml.pt/cultura/casa-asia-cfc/,213 240 869/87/65,,"Segunda a sexta, das 10h às 18h",,,,
the-garden-of-earthly-delights,the-garden-of-earthly-delights-estufa-fria-de-lisboa-2026-03-17,The Garden of Earthly Delights,2026-03-17,2026-03-29,Estufa Fria de Lisboa,"Parque Eduardo VII, 1070-099, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/Banner.png,artes,,,approved,agendalx,229157,https://www.agendalx.pt/wp-json/agendalx/v1/events,2163555c3a75087ac615117af45425f2da09d58b,<em>The Garden of Earthly Delights</em> é uma Instalação <em>site-specific</em> nos jardins da Estufa Fria que parte da alquimia como método e não como crença. Através do vidro e da cerâmic...,"cerâmica, coletiva, instalação, vidro",,artes,,,38.7283,-9.152683,,213 882 278,,,monumento,avenidas-novas,,
dagmar-van-weeghel,dagmar-van-weeghel-this-is-not-a-white-cube-art-gallery-2026-03-17,Dagmar van Weeghel,2026-03-17,2026-04-18,This is not a White Cube Art Gallery,"Rua da Emenda, 72, 1200-170 Lisboa, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/DW27_BLOOM-EmmaAndrea_DvanWeeghel_A4Adobe_print-scaled.jpg,artes,,,approved,agendalx,230864,https://www.agendalx.pt/wp-json/agendalx/v1/events,393a10486ea45da0c957bed1585b1158c553272b,"<p style=""text-align: left;"">É a primeira exposição individual em Portugal da aclamada fotógrafa neerlandesa Dagmar van Weeghel.</p> <p style=""text-align: left;""><em>Bloom</em> marca a estreia in...",fotografia,,artes,,,38.709422,-9.144409,https://thisisnotawhitecube.com/,967 042 186,gallery@thisisnotawhitecube.com,,galeria,,,
juliao-sarmento-4,take-1-pavilhao-juliao-sarmento-2026-03-17,Take 1,2026-03-17,2026-04-26,Pavilhão Julião Sarmento,"Avenida da Índia, 172, 1400-027, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/05/833-scaled.jpg,artes,,free,approved,agendalx,214676,https://www.agendalx.pt/wp-json/agendalx/v1/events,92eb16417daa1d4147c2888534cfc04edfee54e9,"O Pavilhão Julião Sarmento é um novo museu na cidade de Lisboa, com uma escala compacta e intimista e uma vertente programática diferenciadora e com vocação internacional. O edifício Pavilh?...","coletiva, escultura, fotografia, gratuito, instalação, Julião Sarmento, pintura",,artes,,,38.694209,-9.210774,,218 383 350,,,galeria,,,
elaine-pessoa,elaine-pessoa-museu-nacional-de-historia-natural-e-da-ciencia-2026-03-17,Elaine Pessoa,2026-03-17,2026-03-29,Museu Nacional de História Natural e da Ciência,"Rua da Escola Politécnica 56/58, 1250-096, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/exploratorius_paisa_ia_gens__15_menor-2.jpg,artes,,,approved,agendalx,230871,https://www.agendalx.pt/wp-json/agendalx/v1/events,8aab97a7b911a113ff1145ac06671f0e37c96855,"Nesta série, a artista faz uso de IA para recriar as descrições científicas das expedições oitocentistas pelas Américas. Parte das pesquisas foram, inclusive, realizadas em arquivos de Lisb...",fotografia,,artes,,,38.7176254,-9.1508623,http://www.museus.ulisboa.pt,213 921 800,,,museu,santo-antonio,,
murmurio-das-formas,murmurio-das-formas-rua-das-gaivotas-6-2026-03-17,Murmúrio das Formas,2026-03-17,2026-03-28,Rua das Gaivotas 6,"Rua das Gaivotas 6, 1200-109, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Imagem1-21.jpg,artes,,,approved,agendalx,232100,https://www.agendalx.pt/wp-json/agendalx/v1/events,c43d696ae180448463c3b96f0abc4668cb38001d,"Os trabalhos presentes nesta exposição são o resultado final do workshop de narrativa fotográfica com laboratório a preto e branco que, partindo da análise da obra do fotógrafo Edward Weston, d...","coletiva, fotografia",,artes,,,38.709143,-9.150952,http://ruadasgaivotas6.pt,210 962 355,,,centro-cultural,misericordia,,
cronicas-de-uma-lisboa-desconhecida,cronicas-de-uma-lisboa-desconhecida-museu-de-lisboa-palacio-pimenta-2026-03-17,Crónicas de uma Lisboa Desconhecida,2026-03-17,2026-06-14,Museu de Lisboa - Palácio Pimenta,"Campo Grande 245, 1700-162, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/05/MC.FOT_.0583.jpg,artes,,"a:1:{i:0;a:2:{s:5:""value"";s:1:""3"";s:11:""description"";s:19:""Inclui todo o museu"";}}",approved,agendalx,215044,https://www.agendalx.pt/wp-json/agendalx/v1/events,4412d2f93927ed85140f48a016043113de4695d2,"Uma viagem sobre os espaços, os tempos e os habitantes de Lisboa menos conhecidos do público através de quase uma centena de obras em reserva do Museu de Lisboa é a proposta desta exposição....",,,artes,,,38.7585536,-9.1563794,http://www.museudelisboa.pt,217 513 200,,,museu,alvalade,,
60-anos-de-animacao-de-marionetas-da-letonia,60-anos-de-animacao-de-marionetas-da-letonia-museu-da-marioneta-2026-03-17,60 Anos de Animação de Marionetas da Letónia,2026-03-17,2026-04-19,Museu da Marioneta,"Rua da Esperança, 146, 1200-660 Lisboa, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/Henry-The-Great_Jānis-Cimmermanis-1.jpg,artes,,,approved,agendalx,229303,https://www.agendalx.pt/wp-json/agendalx/v1/events,68909682e2e8a082ac34b5ea8172cd2f40873a5e,"A 19.ª exposição da MONSTRA - Festival de Cinema de Animação, em parceria com o Museu da Marioneta, convida o público a descobrir seis décadas de animação de marionetas da Letónia, através...","marionetas, MONSTRA",,artes,,,38.707972,-9.155776,http://www.museudamarioneta.pt,213 942 810,,,museu,estrela,,
works-in-dialogue,works-in-dialogue-galeria-filomena-soares-2026-03-17,Works in Dialogue,2026-03-17,2026-03-21,Galeria Filomena Soares,"Rua da Manutenção 80, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Christine-Streuli-Over-and-over-2019.jpg,artes,,,approved,agendalx,232130,https://www.agendalx.pt/wp-json/agendalx/v1/events,fb8f540df47f752c13e04c621434faa2af5c4a84,"A exposição reúne uma seleção de obras de artistas cujas trajetórias se cruzam com a história, o presente e o futuro da galeria. A exposição propõe um espaço de encontro e de troca, esta...",coletiva,,artes,,,,,http://www.gfilomenasoares.com,218 624 122,,,galeria,beato,,
antes-de-ser-independencia-foi-luta-de-libertacao,antes-de-ser-independencia-foi-luta-de-libertacao-museu-do-aljube-resistencia-e-liberdade-2026-03-17,Antes de ser independência foi luta de libertação,2026-03-17,2026-04-30,Museu do Aljube – Resistência e Liberdade,"Rua de Augusto Rosa, 42, 1100-532, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/Africa-em-Luta.jpg,ciências,,,approved,agendalx,229417,https://www.agendalx.pt/wp-json/agendalx/v1/events,9e5eabb94bed46210583d57ea115c5f9a6e32bef,"Celebrar os 50 anos das independências explorando o arquivo do Museu do Aljube, e tentando gerar mais pensamento e ação anticolonial e antirracista, abolicionista de todas as formas de violência.","África, descolonização",,ciências,,,38.710173,-9.13255,http://www.museudoaljube.pt,215 818 535,info@museudoaljube.pt,,equipamento-municipal,santa-maria-maior,,
chris-maestas-aka-0009,chris-maestas-aka-0009-eterno-gallery-2026-03-17,Chris Maestas aka 0009,2026-03-17,2026-04-04,Eterno Gallery,"Rua Maria José Nogueira Pinto, lote 2A, 1950-322, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Imagem1-7-e1770998944279.jpg,artes,,,approved,agendalx,230925,https://www.agendalx.pt/wp-json/agendalx/v1/events,e720569ae06da86d946a086521cbbd7643fea302,"A Eterno apresenta <em>Wrong Side of the Fence</em>, exposição individual de Chris Maestas aka 0009, que reúne cerca de 20 obras digitais apresentadas em formato de imagem estática. A mostra prop?...",,,artes,,,38.745614,-9.098502,eternogallery.com,,,,galeria,,,
linhas-cruzadas,maria-augusta-bordalo-pinheiro-museu-nacional-de-arte-contemporanea-do-chiado-2026-03-17,Maria Augusta Bordalo Pinheiro,2026-03-17,2026-05-02,Museu Nacional de Arte Contemporânea do Chiado,"Rua Serpa Pinto, 4 | Rua Capelo, 13, 1200-444, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Imagem1-23.jpg,artes,,,approved,agendalx,232162,https://www.agendalx.pt/wp-json/agendalx/v1/events,79a1404fc0337f6576092cfb19dc6f6c1780fc49,"A exposição <em>Linhas Cruzadas</em> recupera e valoriza a obra de Maria Augusta Bordalo Pinheiro (1841–1915), figura muito relevante e historicamente subestimada da História da Arte Portuguesa....",,,artes,,,38.70846,-9.141161,www.museuartecontemporanea.gov.pt,213 432 148,,,museu,,,
joao-paulo-feliciano,joao-paulo-feliciano-cristina-guerra-contemporary-art-2026-03-17,João Paulo Feliciano,2026-03-17,2026-03-21,Cristina Guerra Contemporary Art,"Rua Santo António à Estrela 33, 1350-290, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/©-Vasco-Stocker-Vilhena-2.jpg,artes,,,approved,agendalx,229570,https://www.agendalx.pt/wp-json/agendalx/v1/events,85b9bb6f31edd041699641ce6d68d94014a7fab3,"A nova exposição individual de João Paulo Feliciano reúne obras produzidas nos últimos cinco anos, período marcado pelo seu regresso às Caldas da Rainha e por uma renovada intensidade criativa....","colagem, desenho, escultura, fotografia, pintura",,artes,,,38.7126576,-9.1640671,http://www.cristinaguerra.com,213 959 559,,,galeria,estrela,,
manuel-caldeira-4,manuel-caldeira-balcony-2026-03-17,Manuel Caldeira,2026-03-17,2026-03-21,Balcony,"Rua Coronel Bento Roma 12A, 1700-165, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/DSC0547-2048x1365-1.jpg,artes,,,approved,agendalx,231152,https://www.agendalx.pt/wp-json/agendalx/v1/events,f7f1ac8dff29cee3d3f5d05600f027004638bbe5,"<em>(...) Na ornitomancia — a arte de ler o futuro através do voo, do pouso e do silêncio das aves — nada era literal. O que importava não era a ave em si, mas o intervalo entre um bater de as...",cerâmica,,artes,,,38.748722,-9.1369375,http://www.balcony.pt,,,,galeria,alvalade,,
fernando-calhau-e-rui-chafes,fernando-calhau-e-rui-chafes-pavilhao-juliao-sarmento-2026-03-17,Fernando Calhau e Rui Chafes,2026-03-17,2026-06-14,Pavilhão Julião Sarmento,"Avenida da Índia, 172, 1400-027, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/03/ddd.jpg,artes,,,approved,agendalx,232369,https://www.agendalx.pt/wp-json/agendalx/v1/events,3ded81d12a3fc0c7b2d8a83a385ec9f133580cdc,"A nova exposição do Pavilhão Julião Sarmento reúne 33 obras da Coleção Julião Sarmento e coloca em diálogo Fernando Calhau e Rui Chafes, dois dos artistas mais representados neste acervo....",coletiva,,artes,,,38.694209,-9.210774,,218 383 350,,,galeria,,,
dino-dsantiago-5,dino-d-santiago-galeria-underdogs-2026-03-17,Dino D’Santiago,2026-03-17,2026-03-28,Galeria Underdogs,"Rua Fernando Palha, Armazém 56, 1950-130, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/Portal-do-retorno.jpg,artes,,,approved,agendalx,229585,https://www.agendalx.pt/wp-json/agendalx/v1/events,b3c37927290b31346d3da938fb07cf6d60550174,"Dino D`Santiago colabora pela primeira vez com a galeria Underdogs ao apresentar <em>Portal do Retorno</em>, uma exposição que reflete o espaço de memória, escuta e reconhecimento. Da total aut...","cartão, papel",,artes,,,38.7461986,-9.1002038,http://www.under-dogs.net,218 680 462,,,galeria,marvila,,
claudia-clemente-2,claudia-clemente-galeria-arte-graca-2026-03-17,Cláudia Clemente,2026-03-17,2026-03-29,Galeria Arte Graça,"Rua da Graça, 27-29, 1170-166, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/03/Imagem1-7.jpg,artes,,free,approved,agendalx,232756,https://www.agendalx.pt/wp-json/agendalx/v1/events,6ab3bd966d8eec5aaecb9e1e6206947e3e49544e,"Entre o sarcasmo e a provocação, <em>Plastic Bitch</em> transforma o auto-retrato num comentário visual sobre a sociedade do excesso. Nesta série fotográfica, Cláudia Clemente — escritora e re...","fotografia, gratuito",,artes,,,38.720944,-9.130047,www.artegraca.pt,965 858 009,,,galeria,sao-vicente,,
jose-veloso-de-castro,jose-veloso-de-castro-museu-militar-de-lisboa-2026-03-17,José Veloso de Castro,2026-03-17,2026-03-31,Museu Militar de Lisboa,"Largo do Museu da Artilharia, 1100-366, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/09/dddd-2.jpg,artes,,,approved,agendalx,221023,https://www.agendalx.pt/wp-json/agendalx/v1/events,a68f318dfb43034d96cb36c2b38c88f30edec21e,"O Museu Militar de Lisboa apresenta <em>A Revelação de um Artista</em>, a primeira grande exposição dedicada à vida e obra do major e fotógrafo José Veloso de Castro (1869-1945). Com um esp?...",fotografia,,artes,,,38.712413,-9.1247808,,218 842 300,,,museu,santa-maria-maior,,
